Flow,O,D,Year
609,4,17,2011
275,4,34,2011
153,4,46,2011
1944,4,16,2011
775,4,21,2011
315,4,49,2011
131,4,39,2011
984,4,35,2011
2050,4,10,2011
1165,4,18,2011
111,4,9,2011
645,4,28,2011
183,4,47,2011
88,4,31,2011
245,4,26,2011
636,4,41,2011
253,4,6,2011
70,4,38,2011
2726,4,37,2011
368,4,8,2011
287,4,7,2011
127,4,48,2011
179,4,1,2011
331,4,20,2011
34,4,30,2011
75,4,11,2011
214,4,27,2011
108,4,33,2011
550,4,36,2011
52,4,13,2011
1333,4,25,2011
3370,4,2,2011
20,4,45,2011
669,4,42,2011
125,4,3,2011
145,4,44,2011
1039,4,19,2011
59,4,40,2011
972,4,32,2011
9,4,14,2011
752,4,23,2011
1633,4,15,2011
297,4,22,2011
91,4,29,2011
522,4,12,2011
686,4,5,2011
317,4,43,2011
55,4,24,2011
383,12,17,2011
2042,12,34,2011
216,12,46,2011
5343,12,16,2011
809,12,21,2011
330,12,49,2011
70,12,39,2011
69,12,35,2011
928,12,10,2011
542,12,18,2011
1317,12,9,2011
450,12,28,2011
150,12,47,2011
125,12,31,2011
113,12,26,2011
164,12,41,2011
157,12,6,2011
12,12,38,2011
223,12,37,2011
245,12,8,2011
209,12,7,2011
206,12,48,2011
41,12,1,2011
368,12,20,2011
561,12,30,2011
122,12,11,2011
685,12,27,2011
62,12,33,2011
359,12,36,2011
135,12,13,2011
437,12,25,2011
482,12,2,2011
59,12,45,2011
289,12,42,2011
182,12,3,2011
3202,12,44,2011
540,12,19,2011
38,12,40,2011
367,12,32,2011
81,12,14,2011
417,12,23,2011
2244,12,15,2011
706,12,22,2011
22,12,29,2011
676,12,4,2011
12,12,5,2011
227,12,43,2011
264,12,24,2011
35,5,17,2011
37,5,34,2011
12,5,46,2011
448,5,16,2011
221,5,21,2011
24,5,49,2011
106,5,39,2011
64,5,35,2011
2674,5,10,2011
721,5,18,2011
189,5,28,2011
116,5,47,2011
61,5,31,2011
632,5,41,2011
59,5,6,2011
23,5,38,2011
1091,5,37,2011
490,5,8,2011
224,5,7,2011
49,5,48,2011
163,5,1,2011
105,5,20,2011
7,5,30,2011
12,5,11,2011
674,5,36,2011
339,5,25,2011
1497,5,2,2011
4066,5,42,2011
23,5,3,2011
35,5,44,2011
2494,5,19,2011
107,5,40,2011
905,5,32,2011
746,5,23,2011
357,5,15,2011
145,5,22,2011
28,5,29,2011
4870,5,4,2011
84,5,12,2011
587,5,43,2011
73,43,17,2011
1134,43,34,2011
120,43,46,2011
993,43,16,2011
700,43,21,2011
115,43,49,2011
9,43,39,2011
165,43,35,2011
1299,43,10,2011
477,43,18,2011
28,43,9,2011
2542,43,28,2011
512,43,47,2011
444,43,31,2011
156,43,26,2011
101,43,41,2011
59,43,6,2011
56,43,38,2011
61,43,37,2011
77,43,8,2011
704,43,7,2011
3374,43,48,2011
199,43,1,2011
263,43,20,2011
25,43,30,2011
98,43,11,2011
468,43,27,2011
37,43,36,2011
59,43,13,2011
329,43,25,2011
401,43,2,2011
245,43,45,2011
444,43,42,2011
165,43,3,2011
160,43,44,2011
425,43,19,2011
59,43,32,2011
84,43,14,2011
212,43,23,2011
1048,43,15,2011
27,43,22,2011
24,43,29,2011
150,43,4,2011
261,43,12,2011
7,43,5,2011
29,43,24,2011
15,24,17,2011
4424,24,34,2011
444,24,46,2011
3608,24,16,2011
5185,24,21,2011
114,24,49,2011
816,24,39,2011
1491,24,10,2011
888,24,18,2011
858,24,9,2011
102,24,28,2011
206,24,47,2011
246,24,31,2011
2265,24,26,2011
100,24,41,2011
629,24,6,2011
37,24,38,2011
141,24,37,2011
1482,24,7,2011
394,24,48,2011
1974,24,20,2011
4253,24,30,2011
1701,24,11,2011
1644,24,27,2011
285,24,33,2011
26,24,36,2011
498,24,13,2011
1212,24,25,2011
269,24,2,2011
245,24,45,2011
2256,24,42,2011
3107,24,3,2011
1611,24,44,2011
343,24,19,2011
40,24,40,2011
1114,24,32,2011
2309,24,14,2011
230,24,23,2011
4406,24,15,2011
1864,24,22,2011
66,24,29,2011
334,24,4,2011
2656,24,12,2011
24,24,43,2011
276,17,34,2012
77,17,46,2012
521,17,16,2012
645,17,21,2012
9,17,49,2012
24,17,39,2012
16,17,35,2012
3862,17,10,2012
2878,17,18,2012
119,17,9,2012
183,17,28,2012
337,17,47,2012
104,17,31,2012
177,17,26,2012
859,17,41,2012
483,17,6,2012
26,17,38,2012
261,17,37,2012
132,17,8,2012
486,17,7,2012
269,17,48,2012
1067,17,1,2012
276,17,20,2012
6,17,30,2012
50,17,11,2012
158,17,27,2012
161,17,36,2012
163,17,13,2012
283,17,25,2012
898,17,2,2012
17,17,45,2012
769,17,42,2012
213,17,3,2012
77,17,44,2012
399,17,19,2012
4,17,40,2012
345,17,32,2012
2515,17,23,2012
2075,17,15,2012
26,17,22,2012
3,17,29,2012
522,17,4,2012
312,17,12,2012
99,17,5,2012
67,17,43,2012
53,17,24,2012
146,34,17,2012
255,34,46,2012
5936,34,16,2012
1615,34,21,2012
483,34,49,2012
28,34,39,2012
137,34,35,2012
987,34,10,2012
1015,34,18,2012
369,34,9,2012
1089,34,28,2012
421,34,47,2012
242,34,31,2012
472,34,26,2012
168,34,41,2012
308,34,6,2012
35,34,38,2012
115,34,37,2012
300,34,8,2012
1093,34,7,2012
467,34,48,2012
108,34,1,2012
350,34,20,2012
236,34,30,2012
367,34,11,2012
1334,34,27,2012
67,34,33,2012
202,34,36,2012
974,34,13,2012
632,34,25,2012
532,34,2,2012
239,34,45,2012
751,34,42,2012
453,34,3,2012
1213,34,44,2012
538,34,19,2012
14,34,40,2012
338,34,32,2012
66,34,14,2012
343,34,23,2012
2884,34,15,2012
1215,34,22,2012
19,34,29,2012
369,34,4,2012
1275,34,12,2012
12,34,5,2012
496,34,43,2012
307,34,24,2012
223,46,17,2012
411,46,34,2012
1176,46,16,2012
353,46,21,2012
67,46,49,2012
11,46,35,2012
1124,46,10,2012
352,46,18,2012
98,46,9,2012
537,46,28,2012
191,46,47,2012
152,46,31,2012
730,46,26,2012
175,46,41,2012
1234,46,6,2012
46,46,37,2012
133,46,8,2012
306,46,7,2012
127,46,48,2012
907,46,1,2012
3195,46,20,2012
21,46,30,2012
122,46,11,2012
119,46,27,2012
19,46,36,2012
138,46,13,2012
83,46,25,2012
291,46,2,2012
299,46,42,2012
1956,46,3,2012
55,46,44,2012
194,46,19,2012
284,46,32,2012
76,46,14,2012
1119,46,23,2012
4668,46,15,2012
122,46,22,2012
150,46,4,2012
478,46,12,2012
85,46,43,2012
82,46,24,2012
81,16,17,2012
1182,16,34,2012
92,16,46,2012
583,16,21,2012
83,16,49,2012
58,16,39,2012
131,16,35,2012
537,16,10,2012
373,16,18,2012
270,16,9,2012
393,16,28,2012
158,16,47,2012
86,16,31,2012
142,16,26,2012
89,16,41,2012
135,16,6,2012
42,16,38,2012
226,16,37,2012
336,16,8,2012
213,16,7,2012
213,16,48,2012
115,16,1,2012
282,16,20,2012
143,16,30,2012
90,16,11,2012
1316,16,27,2012
39,16,33,2012
114,16,36,2012
119,16,13,2012
648,16,25,2012
365,16,2,2012
26,16,45,2012
237,16,42,2012
235,16,3,2012
839,16,44,2012
204,16,19,2012
56,16,40,2012
157,16,32,2012
39,16,14,2012
221,16,23,2012
1652,16,15,2012
402,16,22,2012
29,16,29,2012
389,16,4,2012
1201,16,12,2012
32,16,5,2012
140,16,43,2012
53,16,24,2012
266,21,17,2012
2655,21,34,2012
116,21,46,2012
2917,21,16,2012
70,21,49,2012
130,21,35,2012
1688,21,10,2012
907,21,18,2012
228,21,9,2012
584,21,28,2012
235,21,47,2012
626,21,31,2012
721,21,26,2012
137,21,41,2012
275,21,6,2012
60,21,38,2012
206,21,37,2012
188,21,8,2012
455,21,7,2012
686,21,48,2012
153,21,1,2012
731,21,20,2012
411,21,30,2012
389,21,11,2012
1232,21,27,2012
110,21,33,2012
73,21,36,2012
920,21,13,2012
692,21,25,2012
922,21,2,2012
105,21,45,2012
612,21,42,2012
908,21,3,2012
861,21,44,2012
495,21,19,2012
63,21,40,2012
368,21,32,2012
335,21,14,2012
476,21,23,2012
3199,21,15,2012
1030,21,22,2012
73,21,29,2012
1030,21,4,2012
1000,21,12,2012
20,21,5,2012
308,21,43,2012
1078,21,24,2012
79,49,17,2012
116,49,34,2012
51,49,46,2012
1881,49,16,2012
366,49,21,2012
414,49,39,2012
171,49,35,2012
2496,49,10,2012
508,49,18,2012
12,49,9,2012
265,49,28,2012
228,49,47,2012
31,49,31,2012
58,49,26,2012
68,49,41,2012
45,49,6,2012
408,49,38,2012
245,49,37,2012
2928,49,8,2012
222,49,7,2012
193,49,48,2012
29,49,1,2012
114,49,20,2012
39,49,27,2012
374,49,33,2012
964,49,36,2012
77,49,13,2012
4060,49,25,2012
1367,49,2,2012
18,49,45,2012
376,49,42,2012
105,49,44,2012
921,49,19,2012
1160,49,40,2012
442,49,32,2012
260,49,23,2012
770,49,15,2012
39,49,22,2012
452,49,29,2012
758,49,4,2012
807,49,12,2012
39,49,5,2012
182,49,43,2012
45,39,17,2012
268,39,34,2012
517,39,16,2012
76,39,21,2012
24,39,49,2012
85,39,35,2012
1200,39,10,2012
246,39,18,2012
131,39,9,2012
255,39,28,2012
698,39,47,2012
771,39,41,2012
255,39,38,2012
4479,39,37,2012
552,39,8,2012
124,39,7,2012
255,39,20,2012
407,39,27,2012
2099,39,36,2012
109,39,13,2012
521,39,25,2012
2382,39,2,2012
1179,39,42,2012
415,39,3,2012
5260,39,19,2012
761,39,32,2012
192,39,23,2012
197,39,15,2012
2490,39,4,2012
109,39,12,2012
736,39,5,2012
323,39,43,2012
255,35,17,2012
56,35,34,2012
322,35,46,2012
5038,35,16,2012
768,35,21,2012
453,35,49,2012
17,35,39,2012
1228,35,10,2012
2129,35,18,2012
182,35,9,2012
1678,35,28,2012
1645,35,47,2012
237,35,31,2012
718,35,26,2012
400,35,41,2012
938,35,6,2012
50,35,38,2012
33410,35,37,2012
596,35,8,2012
431,35,7,2012
488,35,48,2012
152,35,1,2012
226,35,20,2012
737,35,27,2012
159,35,33,2012
1322,35,36,2012
39,35,13,2012
6199,35,25,2012
2836,35,2,2012
110,35,45,2012
1551,35,42,2012
237,35,3,2012
1096,35,44,2012
4600,35,19,2012
492,35,40,2012
685,35,32,2012
283,35,23,2012
1872,35,15,2012
182,35,29,2012
17268,35,4,2012
1217,35,12,2012
463,35,5,2012
23,35,43,2012
582,10,17,2012
287,10,34,2012
138,10,46,2012
1088,10,16,2012
446,10,21,2012
340,10,49,2012
37,10,39,2012
88,10,35,2012
2221,10,18,2012
104,10,9,2012
657,10,28,2012
594,10,47,2012
224,10,31,2012
161,10,26,2012
478,10,41,2012
338,10,6,2012
151,10,38,2012
497,10,37,2012
667,10,8,2012
681,10,7,2012
122,10,48,2012
242,10,1,2012
433,10,20,2012
97,10,30,2012
70,10,11,2012
175,10,27,2012
142,10,33,2012
551,10,36,2012
243,10,13,2012
1419,10,25,2012
1366,10,2,2012
49,10,45,2012
848,10,42,2012
259,10,3,2012
86,10,44,2012
758,10,19,2012
142,10,40,2012
598,10,32,2012
50,10,14,2012
810,10,23,2012
1619,10,15,2012
125,10,22,2012
50,10,29,2012
1014,10,4,2012
485,10,12,2012
99,10,5,2012
255,10,43,2012
37,10,24,2012
2011,18,17,2012
228,18,34,2012
154,18,46,2012
1089,18,16,2012
589,18,21,2012
171,18,49,2012
18,18,39,2012
108,18,35,2012
4317,18,10,2012
58,18,9,2012
883,18,28,2012
228,18,47,2012
60,18,31,2012
191,18,26,2012
421,18,41,2012
452,18,6,2012
51,18,38,2012
465,18,37,2012
281,18,8,2012
431,18,7,2012
225,18,48,2012
269,18,1,2012
348,18,20,2012
29,18,30,2012
79,18,11,2012
75,18,27,2012
47,18,33,2012
303,18,36,2012
19,18,13,2012
766,18,25,2012
1699,18,2,2012
9,18,45,2012
813,18,42,2012
260,18,3,2012
104,18,44,2012
438,18,19,2012
16,18,40,2012
1875,18,32,2012
12,18,14,2012
1617,18,23,2012
2056,18,15,2012
115,18,22,2012
5,18,29,2012
962,18,4,2012
642,18,12,2012
111,18,5,2012
97,18,43,2012
16,18,24,2012
309,9,17,2012
1839,9,34,2012
3341,9,16,2012
1667,9,21,2012
60,9,49,2012
20,9,39,2012
28,9,35,2012
794,9,10,2012
586,9,18,2012
867,9,28,2012
116,9,47,2012
181,9,31,2012
285,9,26,2012
31,9,41,2012
166,9,6,2012
89,9,38,2012
268,9,37,2012
117,9,8,2012
151,9,7,2012
360,9,48,2012
367,9,1,2012
373,9,20,2012
2121,9,30,2012
197,9,11,2012
942,9,27,2012
12,9,33,2012
70,9,36,2012
222,9,13,2012
380,9,25,2012
209,9,2,2012
338,9,45,2012
258,9,42,2012
567,9,3,2012
3192,9,44,2012
225,9,19,2012
124,9,32,2012
48,9,14,2012
493,9,23,2012
1496,9,15,2012
3215,9,22,2012
408,9,4,2012
6646,9,12,2012
113,9,5,2012
225,9,43,2012
466,9,24,2012
211,28,17,2012
833,28,34,2012
277,28,46,2012
1649,28,16,2012
494,28,21,2012
70,28,49,2012
44,28,39,2012
61,28,35,2012
1751,28,10,2012
554,28,18,2012
41,28,9,2012
2207,28,47,2012
929,28,31,2012
132,28,26,2012
345,28,41,2012
95,28,6,2012
15,28,38,2012
281,28,37,2012
224,28,8,2012
779,28,7,2012
457,28,48,2012
209,28,1,2012
1707,28,20,2012
42,28,30,2012
92,28,11,2012
219,28,27,2012
52,28,33,2012
159,28,36,2012
61,28,13,2012
622,28,25,2012
495,28,2,2012
62,28,45,2012
738,28,42,2012
85,28,3,2012
130,28,44,2012
291,28,19,2012
29,28,40,2012
164,28,32,2012
5,28,14,2012
550,28,23,2012
1527,28,15,2012
123,28,22,2012
17,28,29,2012
550,28,4,2012
333,28,12,2012
17,28,5,2012
1729,28,43,2012
70,28,24,2012
206,47,17,2012
448,47,34,2012
179,47,46,2012
901,47,16,2012
663,47,21,2012
8,47,49,2012
9,47,39,2012
71,47,35,2012
2111,47,10,2012
913,47,18,2012
43,47,9,2012
2586,47,28,2012
262,47,31,2012
256,47,26,2012
1866,47,41,2012
207,47,6,2012
185,47,37,2012
103,47,8,2012
1678,47,7,2012
309,47,48,2012
183,47,1,2012
639,47,20,2012
24,47,30,2012
44,47,11,2012
55,47,27,2012
45,47,33,2012
158,47,36,2012
100,47,13,2012
464,47,25,2012
693,47,2,2012
8,47,45,2012
2070,47,42,2012
227,47,3,2012
211,47,44,2012
244,47,19,2012
581,47,32,2012
32,47,14,2012
855,47,23,2012
1264,47,15,2012
72,47,22,2012
10,47,29,2012
407,47,4,2012
166,47,12,2012
50,47,5,2012
379,47,43,2012
27,47,24,2012
112,31,17,2012
878,31,34,2012
132,31,46,2012
742,31,16,2012
902,31,21,2012
9,31,39,2012
43,31,35,2012
1256,31,10,2012
548,31,18,2012
29,31,9,2012
2772,31,28,2012
545,31,47,2012
496,31,26,2012
77,31,41,2012
176,31,6,2012
2,31,38,2012
184,31,37,2012
49,31,8,2012
322,31,7,2012
2347,31,48,2012
52,31,1,2012
1936,31,20,2012
134,31,30,2012
2215,31,11,2012
232,31,27,2012
17,31,33,2012
116,31,36,2012
124,31,13,2012
310,31,25,2012
251,31,2,2012
148,31,45,2012
337,31,42,2012
353,31,3,2012
271,31,44,2012
40,31,19,2012
209,31,32,2012
793,31,14,2012
200,31,23,2012
1603,31,15,2012
907,31,22,2012
9,31,29,2012
71,31,4,2012
376,31,12,2012
22,31,5,2012
1352,31,43,2012
84,31,24,2012
299,26,17,2012
865,26,34,2012
358,26,46,2012
966,26,16,2012
1831,26,21,2012
39,26,39,2012
56,26,35,2012
1962,26,10,2012
518,26,18,2012
21,26,9,2012
696,26,28,2012
562,26,47,2012
318,26,31,2012
208,26,41,2012
145,26,6,2012
96,26,38,2012
598,26,37,2012
195,26,8,2012
279,26,7,2012
320,26,48,2012
138,26,1,2012
7007,26,20,2012
77,26,30,2012
1075,26,11,2012
416,26,27,2012
35,26,33,2012
147,26,36,2012
232,26,13,2012
498,26,25,2012
552,26,2,2012
55,26,45,2012
404,26,42,2012
2448,26,3,2012
192,26,44,2012
335,26,19,2012
9,26,40,2012
368,26,32,2012
139,26,14,2012
911,26,23,2012
4401,26,15,2012
137,26,22,2012
396,26,4,2012
881,26,12,2012
13,26,5,2012
402,26,43,2012
186,26,24,2012
568,41,17,2012
302,41,34,2012
298,41,46,2012
857,41,16,2012
569,41,21,2012
28,41,49,2012
25,41,35,2012
1575,41,10,2012
1407,41,18,2012
18,41,9,2012
666,41,28,2012
2548,41,47,2012
186,41,31,2012
140,41,26,2012
375,41,6,2012
109,41,38,2012
163,41,37,2012
11,41,8,2012
777,41,7,2012
12,41,48,2012
101,41,1,2012
522,41,20,2012
83,41,30,2012
29,41,11,2012
217,41,27,2012
64,41,33,2012
143,41,36,2012
36,41,13,2012
399,41,25,2012
349,41,2,2012
5,41,45,2012
3015,41,42,2012
308,41,3,2012
46,41,44,2012
281,41,19,2012
65,41,40,2012
438,41,32,2012
3009,41,23,2012
1377,41,15,2012
49,41,22,2012
283,41,29,2012
890,41,4,2012
311,41,12,2012
512,41,5,2012
144,41,43,2012
674,6,17,2012
157,6,34,2012
859,6,46,2012
1125,6,16,2012
1097,6,21,2012
197,6,49,2012
38,6,39,2012
61,6,35,2012
1206,6,10,2012
891,6,18,2012
11,6,9,2012
267,6,28,2012
159,6,47,2012
165,6,31,2012
95,6,26,2012
144,6,41,2012
3,6,38,2012
131,6,37,2012
338,6,8,2012
279,6,7,2012
171,6,48,2012
1866,6,1,2012
256,6,20,2012
89,6,11,2012
91,6,27,2012
1,6,33,2012
73,6,36,2012
171,6,13,2012
235,6,25,2012
199,6,2,2012
3,6,45,2012
481,6,42,2012
556,6,3,2012
49,6,44,2012
150,6,19,2012
5,6,40,2012
588,6,32,2012
532,6,23,2012
6378,6,15,2012
74,6,22,2012
15,6,29,2012
356,6,4,2012
357,6,12,2012
19,6,5,2012
129,6,43,2012
19,6,24,2012
50,38,17,2012
463,38,34,2012
12,38,46,2012
945,38,16,2012
15,38,21,2012
921,38,49,2012
146,38,35,2012
5534,38,10,2012
167,38,18,2012
396,38,28,2012
58,38,31,2012
158,38,26,2012
34,38,41,2012
189,38,6,2012
250,38,37,2012
2942,38,8,2012
196,38,7,2012
140,38,48,2012
122,38,1,2012
750,38,20,2012
169,38,30,2012
51,38,11,2012
157,38,27,2012
4607,38,33,2012
323,38,36,2012
42,38,13,2012
1013,38,25,2012
948,38,2,2012
73,38,45,2012
895,38,42,2012
125,38,3,2012
335,38,44,2012
744,38,19,2012
210,38,40,2012
1564,38,32,2012
783,38,23,2012
973,38,15,2012
286,38,22,2012
665,38,29,2012
861,38,4,2012
400,38,12,2012
26,38,5,2012
175,38,43,2012
257,37,17,2012
510,37,34,2012
28,37,46,2012
1342,37,16,2012
483,37,21,2012
297,37,49,2012
959,37,39,2012
2398,37,35,2012
1773,37,10,2012
614,37,18,2012
18,37,9,2012
316,37,28,2012
178,37,47,2012
71,37,31,2012
47,37,26,2012
190,37,41,2012
109,37,6,2012
55,37,38,2012
404,37,8,2012
373,37,7,2012
312,37,48,2012
64,37,1,2012
211,37,20,2012
5,37,30,2012
21,37,11,2012
158,37,27,2012
5,37,33,2012
590,37,36,2012
85,37,13,2012
1243,37,25,2012
1529,37,2,2012
39,37,45,2012
853,37,42,2012
127,37,3,2012
77,37,44,2012
2977,37,19,2012
81,37,40,2012
605,37,32,2012
10,37,14,2012
296,37,23,2012
844,37,15,2012
104,37,22,2012
146,37,29,2012
4064,37,4,2012
202,37,12,2012
909,37,5,2012
221,37,43,2012
49,37,24,2012
50,8,17,2012
294,8,34,2012
38,8,46,2012
2154,8,16,2012
891,8,21,2012
1312,8,49,2012
23,8,39,2012
228,8,35,2012
2275,8,10,2012
623,8,18,2012
50,8,9,2012
494,8,28,2012
125,8,47,2012
87,8,31,2012
28,8,26,2012
62,8,41,2012
82,8,6,2012
583,8,38,2012
596,8,37,2012
258,8,7,2012
122,8,48,2012
10,8,1,2012
121,8,20,2012
14,8,30,2012
29,8,11,2012
47,8,27,2012
2850,8,33,2012
736,8,36,2012
45,8,13,2012
2262,8,25,2012
556,8,2,2012
28,8,45,2012
328,8,42,2012
185,8,3,2012
114,8,44,2012
885,8,19,2012
1688,8,40,2012
347,8,32,2012
9,8,14,2012
228,8,23,2012
722,8,15,2012
225,8,22,2012
497,8,29,2012
565,8,4,2012
436,8,12,2012
24,8,5,2012
73,8,43,2012
82,8,24,2012
232,7,17,2012
969,7,34,2012
129,7,46,2012
901,7,16,2012
337,7,21,2012
76,7,49,2012
22,7,39,2012
95,7,35,2012
2364,7,10,2012
1005,7,18,2012
69,7,9,2012
1271,7,28,2012
1113,7,47,2012
95,7,31,2012
113,7,26,2012
737,7,41,2012
109,7,6,2012
11,7,38,2012
218,7,37,2012
135,7,8,2012
223,7,48,2012
178,7,1,2012
299,7,20,2012
83,7,30,2012
26,7,11,2012
124,7,27,2012
43,7,33,2012
32,7,36,2012
60,7,13,2012
524,7,25,2012
622,7,2,2012
76,7,45,2012
1650,7,42,2012
136,7,3,2012
57,7,44,2012
266,7,19,2012
23,7,40,2012
299,7,32,2012
90,7,14,2012
455,7,23,2012
959,7,15,2012
168,7,22,2012
28,7,29,2012
301,7,4,2012
350,7,12,2012
78,7,5,2012
395,7,43,2012
97,7,24,2012
139,48,17,2012
1593,48,34,2012
54,48,46,2012
1588,48,16,2012
556,48,21,2012
112,48,49,2012
65,48,39,2012
73,48,35,2012
1015,48,10,2012
416,48,18,2012
118,48,9,2012
1215,48,28,2012
286,48,47,2012
1395,48,31,2012
126,48,26,2012
112,48,41,2012
61,48,6,2012
79,48,38,2012
264,48,37,2012
179,48,8,2012
209,48,7,2012
105,48,1,2012
520,48,20,2012
89,48,30,2012
276,48,11,2012
215,48,27,2012
106,48,36,2012
52,48,13,2012
196,48,25,2012
283,48,2,2012
2837,48,45,2012
208,48,42,2012
168,48,3,2012
333,48,44,2012
217,48,19,2012
24,48,40,2012
140,48,32,2012
663,48,14,2012
219,48,23,2012
521,48,15,2012
71,48,22,2012
58,48,29,2012
426,48,4,2012
502,48,12,2012
3,48,5,2012
3527,48,43,2012
53,48,24,2012
1659,1,17,2012
98,1,34,2012
1236,1,46,2012
856,1,16,2012
279,1,21,2012
92,1,49,2012
19,1,39,2012
14,1,35,2012
1839,1,10,2012
1099,1,18,2012
29,1,9,2012
919,1,28,2012
652,1,47,2012
251,1,31,2012
151,1,26,2012
216,1,41,2012
2275,1,6,2012
26,1,38,2012
194,1,37,2012
51,1,8,2012
309,1,7,2012
67,1,48,2012
372,1,20,2012
10,1,30,2012
58,1,11,2012
262,1,27,2012
35,1,36,2012
151,1,13,2012
259,1,25,2012
796,1,2,2012
24,1,45,2012
340,1,42,2012
620,1,3,2012
62,1,44,2012
18,1,19,2012
471,1,32,2012
11,1,14,2012
3541,1,23,2012
2145,1,15,2012
95,1,22,2012
450,1,4,2012
206,1,12,2012
79,1,43,2012
45,1,24,2012
258,20,17,2012
430,20,34,2012
1511,20,46,2012
1116,20,16,2012
625,20,21,2012
59,20,49,2012
13,20,39,2012
55,20,35,2012
1770,20,10,2012
560,20,18,2012
35,20,9,2012
2201,20,28,2012
751,20,47,2012
691,20,31,2012
3489,20,26,2012
395,20,41,2012
264,20,6,2012
11,20,38,2012
42,20,37,2012
75,20,8,2012
366,20,7,2012
283,20,48,2012
437,20,1,2012
74,20,30,2012
369,20,11,2012
115,20,27,2012
47,20,33,2012
63,20,36,2012
201,20,13,2012
549,20,25,2012
435,20,2,2012
247,20,45,2012
502,20,42,2012
864,20,3,2012
66,20,44,2012
194,20,19,2012
34,20,40,2012
312,20,32,2012
78,20,14,2012
447,20,23,2012
2044,20,15,2012
257,20,22,2012
3,20,29,2012
317,20,4,2012
465,20,12,2012
9,20,5,2012
209,20,43,2012
40,20,24,2012
100,30,17,2012
1113,30,34,2012
257,30,46,2012
3048,30,16,2012
2013,30,21,2012
49,30,49,2012
1751,30,10,2012
250,30,18,2012
3785,30,9,2012
227,30,28,2012
133,30,47,2012
450,30,31,2012
298,30,26,2012
426,30,6,2012
48,30,8,2012
217,30,7,2012
1252,30,48,2012
165,30,1,2012
509,30,20,2012
107,30,11,2012
1081,30,27,2012
66,30,36,2012
138,30,13,2012
419,30,25,2012
243,30,2,2012
1769,30,45,2012
274,30,42,2012
794,30,3,2012
2183,30,44,2012
134,30,19,2012
92,30,32,2012
247,30,14,2012
306,30,23,2012
1806,30,15,2012
1053,30,22,2012
146,30,29,2012
655,30,4,2012
2907,30,12,2012
781,30,43,2012
1893,30,24,2012
81,11,17,2012
1237,11,34,2012
89,11,46,2012
1781,11,16,2012
2412,11,21,2012
24,11,49,2012
49,11,39,2012
92,11,35,2012
509,11,10,2012
692,11,18,2012
18,11,9,2012
702,11,28,2012
318,11,47,2012
4153,11,31,2012
2226,11,26,2012
390,11,41,2012
401,11,6,2012
44,11,38,2012
71,11,37,2012
98,11,8,2012
60,11,7,2012
535,11,48,2012
74,11,1,2012
1078,11,20,2012
58,11,30,2012
385,11,27,2012
59,11,33,2012
18,11,36,2012
104,11,13,2012
42,11,25,2012
338,11,2,2012
512,11,45,2012
567,11,42,2012
161,11,3,2012
307,11,44,2012
115,11,19,2012
101,11,40,2012
85,11,32,2012
1173,11,14,2012
233,11,23,2012
2586,11,15,2012
263,11,22,2012
192,11,4,2012
367,11,12,2012
174,11,43,2012
656,11,24,2012
367,27,17,2012
2446,27,34,2012
44,27,46,2012
10192,27,16,2012
1380,27,21,2012
62,27,49,2012
208,27,39,2012
15,27,35,2012
452,27,10,2012
1378,27,18,2012
923,27,9,2012
538,27,28,2012
368,27,47,2012
248,27,31,2012
310,27,26,2012
109,27,41,2012
339,27,6,2012
12,27,38,2012
120,27,37,2012
286,27,8,2012
493,27,7,2012
339,27,48,2012
191,27,1,2012
304,27,20,2012
352,27,30,2012
84,27,11,2012
330,27,36,2012
220,27,13,2012
218,27,25,2012
592,27,2,2012
311,27,45,2012
330,27,42,2012
401,27,3,2012
2162,27,44,2012
583,27,19,2012
9,27,40,2012
373,27,32,2012
49,27,14,2012
267,27,23,2012
3012,27,15,2012
1964,27,22,2012
6,27,29,2012
354,27,4,2012
2066,27,12,2012
83,27,5,2012
423,27,43,2012
129,27,24,2012
121,33,17,2012
385,33,34,2012
1002,33,16,2012
512,33,21,2012
761,33,49,2012
74,33,39,2012
148,33,35,2012
1783,33,10,2012
11,33,18,2012
213,33,28,2012
42,33,31,2012
63,33,41,2012
8,33,6,2012
2760,33,38,2012
848,33,37,2012
10066,33,8,2012
336,33,7,2012
45,33,1,2012
26,33,20,2012
86,33,30,2012
132,33,27,2012
95,33,36,2012
202,33,13,2012
2084,33,25,2012
569,33,2,2012
142,33,42,2012
414,33,3,2012
29,33,44,2012
859,33,19,2012
461,33,40,2012
692,33,32,2012
204,33,23,2012
574,33,15,2012
382,33,22,2012
2184,33,29,2012
404,33,4,2012
233,33,12,2012
97,33,5,2012
2,33,43,2012
192,36,17,2012
289,36,34,2012
17,36,46,2012
1363,36,16,2012
278,36,21,2012
640,36,49,2012
660,36,39,2012
164,36,35,2012
3121,36,10,2012
556,36,18,2012
24,36,9,2012
267,36,28,2012
173,36,47,2012
115,36,31,2012
30,36,26,2012
56,36,41,2012
110,36,6,2012
45,36,38,2012
707,36,37,2012
909,36,8,2012
182,36,7,2012
117,36,48,2012
240,36,1,2012
108,36,20,2012
17,36,30,2012
59,36,11,2012
103,36,27,2012
66,36,33,2012
28,36,13,2012
4813,36,25,2012
1296,36,2,2012
15,36,45,2012
531,36,42,2012
172,36,3,2012
43,36,44,2012
3820,36,19,2012
137,36,40,2012
